Batch,LOG_DATE,LINE,SKU,MAIN_DRIVE_1_SPEED,MAIN_DRIVE_2_SPEED,CHAIN_SPEED,ACID_TANK_1,ACID_TANK_2,RINSING_TANK_1,RINSING_TANK_2,ALKALINE_TANK_1,ALKALINE_TANK_2,RINSING_TANK_3,RINSING_TANK_4,RINSING_TANK_5,FORMER_OVEN,COAGULANT_TANK_SIDE_A,COAGULANT_TANK_SIDE_B,COAGULANT_OVEN_1,COAGULANT_OVEN_2,LATEX_TANK_1_SIDE_A,LATEX_TANK_1_SIDE_B,LATEX_1_OVEN_1,LATEX_1_OVEN_2,LATEX_TANK_2_SIDE_A,LATEX_TANK_2_SIDE_B,LATEX_2_OVEN,PRE_LEACH_TANK_01,PRE_LEACH_TANK_02,PRE_LEACH_TANK_03,PRE_LEACH_TANK_04,PRE_LEACH_TANK_05,PRE_LEACH_TANK_06,PRE_LEACH_TANK_07,PRE_LEACH_TANK_08,PRE_LEACH_TANK_09,PRE_LEACH_OVEN,WET_OVEN_1,WET_OVEN_2,WET_OVEN_3,WET_OVEN_4,DRY_OVEN_1,DRY_OVEN_2,DRY_OVEN_3,DRY_OVEN_4,COOLING_TANK_01,COOLING_TANK_02,COOLING_TANK_03,COOLING_TANK_04,COOLING_TANK_05,CHLORINATION_TANK,SOAK_TANK,NEUTRALIZER_TANK_01,NEUTRALIZER_TANK_02,POST_LEACH_TANK_04,POST_LEACH_TANK_03,POST_LEACH_TANK_02,POST_LEACH_TANK_01,POST_LEACH_OVEN,LN_TANK,FINAL_CURING_OVEN_1,FINAL_CURING_OVEN_2,COAGULANT_OVEN_RH,COAGULANT_OVEN_RH_1,WET_OVEN_RH,WET_OVEN_RH_1,WET_OVEN_RH_2,WET_OVEN_RH_3,FINAL_CURING_OVEN_RH,FINAL_CURING_OVEN_RH_1,Fail,Pass,result,target
1500,10/27/2020,A01,N32WHT,1246.613526,1246.358277,153.7000046,58.65625954,58.72013283,57.38701058,57.64971733,59.67383194,59.86553383,57.51577377,58.60275078,53.95408249,68.05150604,54.17071915,53.12118721,89.71915436,89.13080216,32.01433277,32.45396233,103.4951973,106.5611954,28.5551529,28.94641972,89.80526734,59.09377289,59.93063736,59.65783882,59.2679596,56.52544975,33.43798638,61.13329697,56.19905472,53.76527405,74.54222488,92.10018921,91.16891861,92.50782395,92.99372864,91.18265915,90.17736054,91.83169938,90.99016953,53.68886948,44.45196343,40.22097015,46.72603798,40.34228325,35.94964791,35.39368057,35.10920525,39.66790581,60.43104935,58.58980561,58.67125702,56.69241905,82.80593495,45.72890282,100.4268913,101.7277871,10.12022114,10.71272659,11.15612412,0,17.63636017,0,9.139178753,14.48334694,2,20,Pass,1
1501,10/27/2020,A03,N35XCB,1412.376648,1408.866577,174.1750031,60.06902313,59.95238686,61.38536835,57.95899582,59.87887955,59.90006447,60.07498741,54.948452,60.45749856,68.42976761,53.76585389,53.0515976,93.14099503,92.87543488,34.56360817,34.95338822,119.383194,121.3254738,35.57695007,35.65402031,89.52105332,59.2453003,60.02783394,60.01785279,60.18321037,60.39557839,37.57304382,60.55527878,60.00128555,60.13770294,71.38000488,93.66868973,94.47618103,93.97370148,94.09306336,93.91151047,94.51655197,94.77709961,94.26867676,64.16049576,60.12336731,53.27710343,51.22268295,46.09452438,38.33724022,36.74417687,34.26927948,39.94312287,56.87864685,50.28152466,59.2326622,56.61487389,100.058548,49.64148522,109.3128472,108.1824036,10.12022114,10.71272659,11.15612412,0,17.63636017,0,9.139178753,14.48334694,4,41,Pass,1
1502,10/27/2020,A04,N32WHT,1347.385498,1350.052307,166.0833282,61.5527153,59.88744545,60.41309357,58.61678314,59.84490395,59.80562401,59.80174637,60.14363862,58.51024628,74.92576981,54.31849289,53.07230759,86.41323471,86.2782631,34.49532509,34.59498406,103.1284294,103.5653343,33.56698609,34.0388279,90.33524704,41.58415223,60.32392311,60.32446671,60.16677475,61.33528901,38.07798195,61.29705811,60.1664772,59.04238129,76.34579087,93.92475129,94.06140518,94.05463791,94.74364853,93.63399124,94.79006195,95.11040116,94.05893326,69.52602768,59.0313015,53.99876786,48.12472725,44.26438523,37.83180237,36.95509529,34.92016602,40.40143395,56.66208077,55.40802956,41.20747948,40.78930092,99.96364595,49.03850365,107.5750809,108.8190727,10.12022114,10.71272659,11.15612412,0,17.63636017,0,9.139178753,14.48334694,6,38,Pass,1
1503,10/27/2020,A05,N32WHT,1332.235901,1329.591309,164.4333344,59.99620438,60.22670555,60.05139733,60.0573349,59.85616303,59.87132645,56.63135338,54.9012661,53.25012779,72.60421372,52.99740601,53.80176544,92.82794952,92.07365036,34.54326821,34.87853241,113.0028534,113.1761551,33.8507042,34.48444367,90.87226105,41.79183579,60.32510567,60.05352402,60.18213272,60.10780907,58.9872799,60.33577728,60.06001854,60.87281799,75.35884476,93.66206741,94.55898285,94.22046662,94.09762192,94.40313721,94.63928604,94.74345398,93.89481735,69.33879471,62.29528618,59.74831009,54.3736496,39.93307686,40.33881951,37.66254807,33.03849602,39.83970261,62.11354828,58.71851921,49.0782299,56.45582772,100.4079285,52.52304078,109.0765724,108.4948959,10.12022114,10.71272659,11.15612412,0,17.63636017,0,9.139178753,14.48334694,16,28,Pass,1
1504,10/27/2020,A06,N32WHT,1347.300415,1344.562195,166.0333405,60.05988884,59.96552467,60.04661942,60.1013031,59.90332794,59.97230339,60.7304554,60.81208039,53.14663506,73.64929963,52.64969254,51.89982415,90.11609268,89.94094467,34.23282814,34.44426537,110.1766777,110.0989647,33.16085816,34.39960671,90.34196854,60.32405663,60.22472764,60.03194618,59.9951458,60.09449959,38.57125283,56.93819428,60.24236298,60.82652283,74.87647629,94.37200165,93.82781983,94.54125977,94.84260178,94.63271332,95.12516022,94.83285523,96.01667023,69.20014572,57.7434597,54.50918389,50.10531617,39.92419625,38.38712883,37.14244461,35.12039948,39.71344948,60.12901688,43.14970207,62.92247391,55.29891396,100.9158821,51.24164772,108.7176972,108.7870179,10.12022114,10.71272659,11.15612412,0,17.63636017,0,9.139178753,14.48334694,0,46,Pass,1
1505,10/28/2020,A01,N32WHT,1347.023133,1345.980652,166.0500031,59.95609856,59.96290589,60.23523331,60.22758865,59.91113854,59.90706253,60.05610085,60.25718308,56.05210114,70.0319252,54.23709869,53.0468731,92.22493744,92.346241,34.22589302,34.71493531,109.084652,110.6761742,36.12626076,35.74058915,91.47019959,60.1125412,60.05653763,60.11881638,60.1525364,60.81371308,36.48581886,61.42108917,60.39505387,60.11429978,75.99471283,93.78042603,93.80540848,93.98454666,94.35595322,94.38725662,94.34806443,94.31456376,94.2135582,71.16459656,62.04048348,52.65239716,49.11170578,43.67304802,37.99290085,36.57498551,34.27329255,41.31448174,65.48516846,61.09614754,55.65094757,64.99185562,99.99308775,49.52187538,109.3681832,108.91185,8.008711339,8.859119416,10.06061602,0,16.30721092,0,6.809691668,10.43653584,4,41,Pass,1
1506,10/28/2020,A02,N37CBB,1477.522095,1473.450195,182.2333374,59.99560547,59.90630722,54.99116135,60.56169128,59.88057327,59.86427689,60.00719452,60.00439453,61.43656158,74.29644012,53.48362732,52.90293503,91.3298111,92.30976105,34.75712204,34.59104919,103.4776917,103.3083496,35.8352623,36.1730957,89.6583786,59.70236969,61.24685669,60.01976013,60.29462433,58.58040619,36.19305038,58.37307358,60.33705139,60.23550415,75.61527252,93.35929108,93.83156586,93.88201904,93.23891449,94.4799881,94.32325745,94.14752197,94.0552597,71.63127136,61.79146576,56.61165619,51.19988251,39.9956665,37.14810181,35.65581131,34.55401993,40.81219482,56.81284714,55.91687775,59.00062943,55.35582733,99.7229919,48.7361412,108.0552979,107.5501862,7.923021793,8.800425529,10.010396,0,16.29413414,0,6.686199188,10.26636314,4,48,Pass,1
1507,10/28/2020,A03,N35XCB,1412.265625,1411.035767,174.1666718,59.93510246,60.00558663,61.34205818,58.0306511,59.88166237,59.87422752,60.17372513,55.05431938,60.67923546,68.35185242,53.97684097,53.05026818,93.07608795,92.88869095,34.56174088,34.92271805,119.2973366,121.2298164,35.19719505,35.74263954,89.5315094,58.92217064,59.98973846,60.23071098,60.23382759,60.34319496,38.7727871,59.90864372,59.94385529,60.10855866,71.33031082,93.66598129,94.48256302,93.99949265,94.11107254,94.12687302,94.47682571,94.72317124,94.28736115,63.86298943,59.78598786,53.20995331,51.19048309,46.1464119,38.49375534,36.99806023,34.35055161,40.82884026,56.83503914,50.24108887,59.1345253,56.09876061,100.056839,49.48439789,109.3209763,108.1837388,8.008711339,8.859119416,10.06061602,0,16.30721092,0,6.809691668,10.43653584,7,42,Pass,1
1508,10/28/2020,A04,N32WHT,1347.448914,1349.949707,166.0833282,61.03325272,59.91959572,60.29029274,58.62785339,59.90204621,59.91526985,60.11439705,60.13195611,58.62400627,74.92856217,54.45712853,53.10108376,86.38490677,86.28860474,34.51442909,34.61126137,103.1117401,103.5464325,33.61331177,34.15355682,90.2918396,41.21603394,60.75741196,60.32131195,60.27334786,59.95200157,38.27821732,60.14619637,60.08229256,57.15356064,76.30681229,93.90337754,94.00413132,94.0310936,94.70779419,93.60858917,94.74736405,95.10801316,94.03666306,69.61630249,59.09038162,54.33583641,48.49172211,44.6516037,38.0664196,37.25715065,35.44147873,41.43741227,56.09819031,55.2732563,42.23176575,41.87546349,99.97108075,48.87648583,107.5437317,108.8285561,8.008711339,8.859119416,10.06061602,0,16.30721092,0,6.809691668,10.43653584,2,44,Pass,1
1509,10/28/2020,A05,N32WHT,1331.987732,1326.597962,164.3666687,59.70982361,59.77181054,59.74620629,59.75514412,59.70690918,57.55321694,58.14636612,55.9289608,55.48881912,72.00354386,52.96549797,53.75374985,92.04609681,89.89298249,33.93352509,34.23715782,109.0141716,109.5685883,33.81310463,32.03921318,89.77057267,41.35453033,60.06140137,59.81254387,59.84065819,59.42221833,56.57336617,59.31072998,59.75403404,57.33378792,74.77375031,92.8666687,92.72045136,93.80532837,93.84599686,93.61916351,94.19940186,94.28056336,93.37073136,69.12141419,59.52221871,50.89984512,42.90747643,38.2890358,37.71634484,37.05509949,32.66105462,40.17291832,61.53611565,59.59927559,48.68599129,56.40712738,98.9937668,49.68530846,108.0695191,107.3914795,8.008711339,8.859119416,10.06061602,0,16.30721092,0,6.809691668,10.43653584,0,23,Pass,1
1510,10/28/2020,A06,N32WHT,1347.257447,1345.932007,166.0250016,60.050066,59.96510888,59.98150826,60.06915665,59.89188767,59.90918541,60.35885811,61.41153336,55.47573662,73.64569855,53.29506493,52.86161614,90.09140015,89.94257737,34.25431824,34.46973419,110.154522,110.0733071,33.19708824,34.41218758,90.35377503,60.23540306,60.12957382,60.18425179,60.05644417,60.10235024,38.72963906,60.33029747,61.2884121,60.45356178,74.90708924,94.35845948,93.83465958,94.52304841,94.84456253,94.6279335,95.13793564,94.81001664,96.14841843,69.32218933,44.13014794,54.63674355,50.00448609,39.94137001,38.17336464,37.1151619,35.52937889,40.80909539,61.94362259,43.86726189,63.57426834,57.98127747,100.881958,51.65275002,108.7017861,108.745575,8.008711339,8.859119416,10.06061602,0,16.30721092,0,6.809691668,10.43653584,1,43,Pass,1
1511,10/29/2020,A01,N32WHT,1347.322693,1348.953796,166.0500031,59.84750939,59.96413231,60.22876168,60.36113739,59.82225418,59.87413788,60.1996994,60.2882576,56.24204445,70.04373932,54.12565613,53.09827996,92.19332886,92.34640884,34.23023415,34.72288514,109.0766526,110.6809006,36.01464653,35.6580658,91.45528031,60.95027161,60.13554574,60.01434136,60.02754593,61.32800484,36.65124894,58.59236527,61.52098274,60.15301514,75.99874115,93.7638092,93.82840729,93.98761368,94.38669205,94.35509873,94.36245346,94.29184342,94.2182045,71.75065994,62.84318733,53.61065293,50.18792153,44.86567307,38.55598069,37.27353669,35.25351525,41.72719193,62.42302132,62.5842762,61.88399124,59.81194496,100.0277977,50.16925812,109.4598236,108.9262276,8.176534176,9.295869351,10.52923632,0,16.64850235,0,6.986739636,10.1502781,2,45,Pass,1
1512,10/29/2020,A02,N37CBB,1477.327637,1472.644654,182.2666626,59.91265869,59.96187592,55.12560081,60.40667153,59.85451126,59.83850861,60.04122353,60.10866165,61.52812958,74.29127884,53.79172135,53.12065125,91.32666397,92.26332474,34.75235748,34.5839634,103.474823,103.2856598,35.79296684,36.07880783,89.64331055,59.98638153,60.77427483,60.19519997,60.26848793,58.68312836,35.00771713,60.65122414,60.18695069,60.18713379,75.6557808,93.34910965,93.82839585,93.88713074,93.2094841,94.48477554,94.30685807,94.15821457,94.06115341,71.84325409,62.12711907,57.07421303,52.07565308,39.92533493,37.26900864,36.19126129,35.85498238,41.54697037,57.5724659,56.44276428,59.54806328,56.00753212,99.72903445,49.70960617,108.1136017,107.5781022,8.176534176,9.295869351,10.52923632,0,16.64850235,0,6.986739636,10.1502781,2,48,Pass,1
1513,10/29/2020,A03,N35XCB,1411.902527,1406.856324,174.1583329,59.92289353,59.96668244,61.48602295,58.20055199,59.87094498,59.93316269,60.24384881,55.1864605,60.71836662,68.34445572,54.148983,52.92827034,93.09028626,92.8771019,34.50829887,34.91884423,119.2631493,121.2009964,35.54413414,35.47019005,89.51337051,59.03461266,59.97940064,60.17310524,60.21160317,60.60476685,39.03540612,60.57327461,60.01992417,60.12815666,71.35666656,93.66521836,94.46946335,93.98534394,94.09268189,94.09937286,94.48377609,94.68855667,94.28763962,64.23324585,59.99808311,53.34609795,51.33137322,46.42060471,38.51562119,37.18925476,35.14015961,41.38816071,57.37347412,50.730093,59.66466713,56.60582352,100.0641137,50.14899826,109.3113175,108.177002,8.176534176,9.295869351,10.52923632,0,16.64850235,0,6.986739636,10.1502781,13,25,Pass,1
1514,10/29/2020,A04,N32WHT,1347.444092,1350.165283,166.0833282,60.71087647,59.90935707,60.40574456,58.84082985,59.85096741,59.83903694,59.02113343,60.12213517,57.41597939,74.92372513,54.32277107,53.02716637,86.39927673,86.27701569,34.55353546,34.65377235,103.1023636,103.5531388,33.57740021,33.98723031,90.2804718,41.5909195,60.76914597,60.28609658,60.10800934,59.82166291,38.28647995,61.50867081,60.14323616,58.01534844,76.33429718,93.91024781,94.01210785,94.03578568,94.72763062,93.61523819,94.77445984,95.10012818,94.0310173,69.83249283,59.41159249,54.55773545,48.72653008,44.96194649,38.17091561,37.55108452,36.1328888,41.90721131,56.76809692,55.80537224,42.26988411,41.74879456,99.9603119,49.37866783,107.5918808,108.8128243,8.176534176,9.295869351,10.52923632,0,16.64850235,0,6.986739636,10.1502781,3,41,Pass,1
1515,10/29/2020,A05,N32WHT,1332.350525,1329.906495,164.4416657,59.99638367,60.21636582,60.05631066,60.16290665,59.80851746,59.82699013,59.39243699,56.8475132,55.56180382,72.63421249,53.11148262,53.65823555,92.80770112,92.08597565,34.57977105,34.9150486,110.0845909,110.2296448,34.48428535,32.92253876,90.79627228,41.76935768,60.3419075,60.05053711,60.12558174,60.73749161,60.06941796,61.19150925,60.09000397,61.03040696,75.37702561,93.61474228,94.52306366,94.18767929,94.08208466,94.38710404,94.62508392,94.72927857,93.89702225,70.48675537,62.616642,57.48984909,52.56629181,39.94261742,40.23393631,37.83526039,33.82964516,41.47060776,64.57184601,63.91725731,52.53116417,61.19927788,100.4070015,53.92948342,109.0587807,108.5094414,8.176534176,9.295869351,10.52923632,0,16.64850235,0,6.986739636,10.1502781,3,42,Pass,1
1516,10/29/2020,A06,N32WHT,1347.440857,1344.54419,166.0333405,60.0506134,59.92535591,60.03289604,60.1122551,59.89838982,59.94476509,60.30327606,61.52709198,55.33834458,73.64282608,53.06768608,52.60071182,90.07827759,89.94897843,34.26899147,34.47773171,110.1080628,110.0488701,33.13492203,34.46649742,90.33064652,60.33576775,60.13940811,60.02222252,60.09214211,60.1686554,39.08478356,59.07278061,59.96099854,61.30267907,74.89024735,94.34791565,93.8215828,94.51462937,94.78885651,94.58312226,95.08761597,94.828331,96.03622818,69.62620163,56.76053047,48.52239227,49.56445122,39.96779633,38.39061928,37.25054359,36.37022019,41.29727554,62.21993256,44.04384041,64.58480072,58.74632454,100.8892098,52.20197678,108.6939621,108.7565728,8.176534176,9.295869351,10.52923632,0,16.64850235,0,6.986739636,10.1502781,1,45,Pass,1
1517,10/30/2020,A01,N32WHT,1347.350891,1347.930359,166.0500031,59.97100449,59.9691658,60.19991112,60.21303749,59.92967987,59.93117714,60.32113838,60.27071953,56.14569664,70.08375931,54.11408615,53.12684441,92.20563889,92.35225296,34.22097206,34.70969963,109.0795937,110.6592255,36.2894249,35.84126663,91.48672486,59.51499367,60.07045174,60.05713272,60.12748337,61.08342171,35.89422799,58.44096566,61.4868145,60.15856362,76.01309586,93.79701996,93.85042191,93.99667359,94.41833878,94.3315506,94.37464142,94.27633286,94.26288986,71.9120369,63.0648346,53.93194199,50.44773102,45.18385506,38.61860275,37.33049584,35.11615944,41.96277237,62.47448922,62.74427414,62.08373642,60.6246376,100.0302849,50.43129921,109.4911537,108.9295197,8.207364559,9.06193018,10.4290185,0,16.38591957,0,6.996198654,9.859463215,4,41,Pass,1
1518,10/30/2020,A02,N37CBB,1477.404114,1473.49408,182.2416687,59.98146439,59.90402031,54.97808838,60.35338021,59.84541702,59.83860588,60.03720475,60.04849816,61.37931824,74.28877259,53.61273385,53.16624833,91.34426117,92.27016449,34.76832009,34.60010338,103.489647,103.2795029,35.96402359,36.25068474,89.66501617,59.97036743,60.39531136,60.23756409,60.26928711,58.71953392,33.53432465,60.90948677,60.28596688,60.18303681,75.5593338,93.34344101,93.84946442,93.8833313,93.1890831,94.48675537,94.3313179,94.16213608,94.06484986,71.99627304,63.22382927,57.47533798,52.14459419,39.396904,37.20370102,36.06173325,35.74009133,41.83138085,57.44875908,56.10050011,58.87961388,53.32021141,99.7297096,49.62692643,108.1001282,107.5760117,8.207364559,9.06193018,10.4290185,0,16.38591957,0,6.996198654,9.859463215,0,52,Pass,1
1519,10/30/2020,A03,N35XCB,1412.334534,1409.901734,174.1833344,60.01660919,59.97847748,61.40799713,58.30525971,59.87928009,59.81385613,60.23903084,55.12183762,60.61825943,68.50309754,53.83468056,53.09345627,93.14569474,92.87801743,34.54087258,34.95724678,119.2115898,121.2014008,35.4646492,35.51786423,89.54537201,58.6840725,60.00056458,60.16229057,60.26129532,60.32189942,39.63983918,60.47216416,59.93619919,60.13289261,71.27832031,93.66357041,94.4644394,94.01182175,94.10329819,94.05587006,94.47332764,94.51195908,94.27005005,64.20478058,60.26785088,53.65865517,51.65786553,46.80608368,38.71574593,37.35969544,34.97361946,41.6422081,57.42982865,50.64647675,59.48751831,56.38503075,100.081852,50.05044556,109.2654267,108.1940231,8.207364559,9.06193018,10.4290185,0,16.38591957,0,6.996198654,9.859463215,11,35,Pass,1
1520,10/30/2020,A04,N32WHT,1347.465271,1350.069458,166.0500031,60.59044457,59.89620018,60.5208931,58.96029282,59.8729763,59.87447739,58.89963532,60.05481339,57.20554162,74.95333862,54.33894158,53.12627984,86.42776871,86.27075195,34.56010628,34.66305733,103.0692521,103.5566712,32.93348504,34.14770126,90.3454628,41.32739067,60.71666336,60.53857804,60.26225281,60.43428612,37.76513672,61.59000588,60.02627182,56.31019211,76.34689331,93.91609192,94.00979233,94.05362702,94.70211411,93.62532425,94.79475403,95.10675812,94.02839661,69.92803574,59.5413189,54.71092415,48.93576813,45.22741509,38.25824928,37.56441689,36.01999283,42.04570198,56.87149239,55.60337639,43.15576172,42.37825013,99.97919085,49.64941788,107.614418,108.8277855,8.207364559,9.06193018,10.4290185,0,16.38591957,0,6.996198654,9.859463215,5,40,Pass,1
1521,10/30/2020,A05,N32WHT,1332.341675,1329.811036,164.4499969,59.96417046,60.31817055,60.08527184,60.06495476,59.85565186,59.89103127,59.52991867,56.91168022,55.58135224,72.62408829,53.08846855,53.82133484,92.83761597,92.05512619,34.56959916,34.89854432,110.0554429,110.2178994,34.45968246,33.00835228,90.78684617,42.56295586,60.32048607,60.00938416,60.20275498,61.02573395,57.71899414,61.30485153,60.02849388,60.59221649,75.35390473,93.56713105,94.52289581,94.16770172,94.0721016,94.37979126,94.62338638,94.73106766,93.86657333,67.54880905,64.47087097,61.89706612,55.60213471,39.94261551,40.71873665,38.18512344,33.81653595,41.51288605,61.70169068,62.40152741,52.48818207,57.90941048,100.4035492,53.31333351,109.0686836,108.5040779,8.207364559,9.06193018,10.4290185,0,16.38591957,0,6.996198654,9.859463215,9,37,Pass,1
1522,10/30/2020,A06,N32WHT,1347.366883,1345.076111,166.0333405,60.03967858,59.94199753,60.03281975,60.18279457,59.89159966,59.95323181,60.07531548,61.26786041,55.19938278,73.64178848,52.91858673,52.27483177,90.05587006,89.95961762,34.28730202,34.49354935,110.0661125,110.040432,33.15652848,34.43135643,90.29758835,60.31583786,60.14339829,59.99946595,60.14824295,60.16434098,38.36189461,58.89233017,59.85027504,60.53046799,74.84696961,94.37643814,93.81714631,94.51311112,94.77533722,94.58970261,95.1253624,94.78904724,95.96179962,69.69153595,59.42443848,55.21144104,50.68913079,39.9427681,38.5967598,37.67362976,36.1498375,41.41854287,62.27585411,44.1975956,64.40078354,58.91401482,100.8747597,52.6385746,108.7141876,108.7654229,8.207364559,9.06193018,10.4290185,0,16.38591957,0,6.996198654,9.859463215,1,44,Pass,1
1523,10/31/2020,A01,N32WHT,1347.401429,1347.722657,166.0500031,59.96262169,59.91153336,60.16930199,60.22276878,59.8883152,59.91416168,60.29707336,60.26460266,57.81686783,70.07243729,54.0924511,53.06996536,92.21852494,92.35955429,34.27872849,34.76747895,109.0222283,110.6713715,36.06395912,35.66242028,91.46681977,59.43395424,60.12407875,59.9781723,60.08110428,60.96622276,35.86759949,60.75841523,60.9527874,60.19247246,76.02755356,93.80600357,93.85757447,94.00531387,94.39826584,94.33603287,94.36603928,94.27839661,94.25787735,69.2138176,59.49499702,53.59969139,50.35326005,45.22456742,38.61281968,37.33042336,35.24854469,42.06629753,62.23660469,62.39780617,61.65634728,60.10896873,100.027298,50.49522782,109.4912415,108.9266777,8.110038281,9.082516671,10.58071995,0,16.38971329,0,7.007560968,10.10825634,9,37,Pass,1
1524,10/31/2020,A02,N37CBB,1477.297791,1473.188477,182.2249985,60.01302147,59.96849442,56.00621033,60.34459305,59.86709976,59.89016724,60.36504364,60.0966034,61.47826577,74.28675843,53.47092438,53.05755806,91.34017944,92.26706314,34.77070046,34.60735321,103.4648247,103.26437,35.9963665,36.2694397,89.64783478,60.05784226,60.39774132,60.17252731,60.2610817,58.45942116,33.63581085,60.58278656,60.21621704,60.14010048,75.66212845,93.33311844,93.83705902,93.87966538,93.17609787,94.48166657,94.3137207,94.15506363,94.05710983,71.92267609,63.34337616,57.56972123,52.16287613,39.42749787,37.2016697,36.13571167,35.86004067,41.99012375,57.1055336,55.62906456,58.5231266,52.70327378,99.71766285,49.61363411,108.1020012,107.5756188,8.110038281,9.082516671,10.58071995,0,16.38971329,0,7.007560968,10.10825634,1,48,Pass,1
1525,10/31/2020,A03,N35XCB,1372.342408,1371.194519,169.3916626,59.98159027,59.95598984,61.50173378,58.22921181,59.87632752,59.82261467,60.18855668,56.96414757,61.08653832,68.27128601,53.99541474,53.14072609,93.17316055,92.88955307,34.45247078,34.86559868,119.2411881,121.2186813,35.49087715,35.3059845,89.53963852,59.10981941,59.94196701,60.02363396,60.14017868,60.21380234,38.47261048,60.76552201,60.08754349,60.07633019,70.55908966,93.69158554,94.45921708,93.9869957,94.13463211,94.09780884,94.45043564,94.83424378,94.29615403,64.05842018,60.00239182,53.44486237,51.33984947,46.50673867,38.51350784,37.14336586,35.02486229,41.72532082,57.40107346,50.54626465,59.40141869,55.83460999,100.069973,50.19442749,109.2903138,108.1928177,8.110038281,9.082516671,10.58071995,0,16.38971329,0,7.007560968,10.10825634,12,23,Pass,1
1526,10/31/2020,A04,N32WHT,1347.316651,1349.361817,166.0833282,60.77064324,59.88537407,60.36421204,58.66006852,59.89393234,59.76932526,59.16569329,60.05499077,57.5692482,74.94009781,54.28483582,53.06048966,86.42037583,86.26380158,34.57500267,34.68044853,103.0607262,103.5520668,32.71732712,34.14250183,90.32126618,41.01567841,60.48773575,60.64775658,60.11288453,61.73757172,37.06627274,59.21025277,60.10731125,59.859581,76.34301758,93.9183693,94.03509522,94.05501557,94.72847748,93.6343689,94.78029251,95.11069489,94.03261948,69.90182495,48.60005379,56.11180878,49.63450814,45.33113671,38.32597733,37.67964172,36.19866562,42.23623085,56.36117363,55.24229431,41.81806374,41.29228211,99.94255065,49.41073799,107.5720597,108.7976685,8.110038281,9.082516671,10.58071995,0,16.38971329,0,7.007560968,10.10825634,10,34,Pass,1
1527,10/31/2020,A05,N32WHT,1332.275879,1329.668763,164.4499969,59.89505005,60.21729851,60.02225686,60.08065987,59.90829086,59.74492836,59.45307922,56.89312363,55.55147171,72.64045334,53.14203835,53.73052025,92.80738831,92.06050491,34.60594941,34.91940308,110.0393601,110.2569962,34.5067215,32.99843025,90.76793289,41.77760506,60.31510735,60.24184227,60.06826973,60.47613717,57.00520516,61.53380967,60.1458149,60.57281685,75.34423065,93.62900162,94.51486969,94.16861344,94.07369995,94.37374878,94.62294388,94.72567368,93.85942841,52.95831871,44.43530846,64.20423317,60.58048058,39.95866966,41.75851822,38.739357,34.03704262,41.70256424,61.27437592,62.15454293,52.13771439,57.30453682,100.3688393,53.03851509,109.0289536,108.4732628,8.110038281,9.082516671,10.58071995,0,16.38971329,0,7.007560968,10.10825634,5,41,Pass,1
1528,10/31/2020,A06,N32WHT,1347.391053,1346.052734,166.0500031,60.04319954,59.94018936,60.09269142,60.08179283,59.8688469,59.90613747,60.20542336,61.39892578,55.51392746,73.60012436,52.85875321,52.27147484,90.06317139,89.9457016,34.29213143,34.50161171,110.2470741,110.0326615,33.3112793,34.49562073,90.29639054,60.31194878,60.12107086,60.10111809,60.13108444,60.06495285,38.0747509,60.30402947,61.38303757,60.42906952,74.85467148,94.34528351,93.80718232,94.52218247,94.78667069,94.56061935,95.12971115,94.82310486,95.8548317,68.9710083,59.67466545,56.98325539,52.31186295,39.92119599,38.9518795,37.8554554,36.3657837,41.63802529,62.12462998,43.72352219,63.90498161,58.89993477,100.8825608,52.183918,108.696579,108.7358666,8.110038281,9.082516671,10.58071995,0,16.38971329,0,7.007560968,10.10825634,1,45,Pass,1
1529,11/1/2020,A01,N32WHT,1347.313294,1347.857117,166.0500031,60.00166893,59.96779252,60.2079277,60.46136093,59.92091179,59.87168884,59.9611702,60.30697251,57.48153115,70.00383759,54.14639092,53.01784134,92.12803268,92.305439,34.22354126,34.70842743,108.9727288,110.6856003,36.16430092,35.64134789,91.41098404,58.98559952,60.20285988,60.09796906,60.1096592,61.25091171,34.71460724,59.97252655,61.40013505,60.18873024,75.94618607,93.73168945,93.81232071,93.95134354,94.30236435,94.32950592,94.3361435,94.38220597,94.19454956,68.421875,58.5333004,50.76675034,47.46606255,42.63101578,37.91003418,36.59346962,34.55014229,40.64552689,60.42436409,60.87648773,60.08776474,56.55828858,99.9034691,47.76474572,109.1430206,108.9810104,8.11918068,9.041450501,10.36216927,0,16.27441788,0,6.796366215,11.25346756,3,44,Pass,1
